"probes"	"genes"
"A_42_P579799"	"Dip2c"
"A_42_P579898"	"Grk4"
"A_42_P580305"	"Pfkfb1"
"A_42_P580618"	"Cep78"
"A_42_P580733"	"Dlst"
"A_42_P580844"	"Cdk1"
"A_42_P580973"	"Car4"
"A_42_P581001"	"S100a6"
"A_42_P581060"	"Glrx5"
"A_42_P581135"	"Ist1"
"A_42_P581567"	"Gart"
"A_42_P581836"	"Nothing"
"A_42_P581845"	"Smn1"
"A_42_P581863"	"Pfn2"
"A_42_P582004"	"Tmem222"
"A_42_P582044"	"Mrps30"
"A_42_P582056"	"Dnase2b"
"A_42_P582144"	"Tor1aip1"
"A_42_P582378"	"Leprel4"
"A_42_P582467"	"Podxl"
"A_42_P582777"	"Mapk1ip1"
"A_42_P582801"	"Rai12"
"A_42_P582859"	"Rps18"
"A_42_P583113"	"Adra2c"
"A_42_P583245"	"Slc25a12"
"A_42_P583487"	"Mbd2"
"A_42_P583618"	"Ccdc97"
"A_42_P583690"	"Eif2b4"
"A_42_P584710"	"Robo2"
"A_42_P584734"	"Gdf10"
"A_42_P585079"	"Ube2e3"
"A_42_P585119"	"RGD735029"
"A_42_P585155"	"Fxc1"
"A_42_P585328"	"Xrcc1"
"A_42_P585359"	"l7Rn6"
"A_42_P585467"	"Rab25"
"A_42_P585556"	"Nothing"
"A_42_P585695"	"Lox"
"A_42_P585750"	"Cd300le-ps1"
"A_42_P585829"	"Serpini2"
"A_42_P585995"	"Nim1"
"A_42_P586064"	"Pacs1"
"A_42_P586141"	"Plcd1"
"A_42_P586256"	"Prim1"
"A_42_P586681"	"Upf2"
"A_42_P586761"	"Nothing"
"A_42_P586883"	"Skp2"
"A_42_P586939"	"Adra1b"
"A_42_P586943"	"Adra1b"
"A_42_P586992"	"Nothing"
"A_42_P587149"	"Ccdc72"
"A_42_P587156"	"Nothing"
"A_42_P587268"	"Rps6ka5"
"A_42_P587720"	"Slc38a5"
"A_42_P588041"	"Eif5a"
"A_42_P588738"	"Igsf6"
"A_42_P588944"	"Mgp"
"A_42_P589025"	"Slc12a5"
"A_42_P589190"	"Aacs"
"A_42_P589201"	"Slc15a4"
"A_42_P589355"	"Trim26"
"A_42_P589418"	"Bcar1"
"A_42_P589570"	"Apool"
"A_42_P589674"	"Taf6"
"A_42_P589680"	"Tarbp2"
"A_42_P589812"	"Akap6"
"A_42_P589974"	"Nothing"
"A_42_P590466"	"Anks3"
"A_42_P591344"	"Itgb2"
"A_42_P591374"	"Ddx10"
"A_42_P591475"	"Nothing"
"A_42_P591516"	"Nothing"
"A_42_P591944"	"Hbg1"
"A_42_P592059"	"Nothing"
"A_42_P592082"	"Gtf2h4"
"A_42_P592144"	"Fat1"
"A_42_P592157"	"Pbx2"
"A_42_P592205"	"Gltp"
"A_42_P592306"	"Nothing"
"A_42_P592385"	"Abp1"
"A_42_P592850"	"Nothing"
"A_42_P592981"	"Mfap2"
"A_42_P593020"	"Rln1"
"A_42_P593381"	"Herpud2"
"A_42_P593993"	"Limk2"
"A_42_P594008"	"Eif2b3"
"A_42_P594043"	"Ift88"
"A_42_P594475"	"Chmp1b"
"A_42_P594613"	"Dusp6"
"A_42_P594699"	"Zdhhc7"
"A_42_P594793"	"Prss8"
"A_42_P594999"	"Ipo11"
"A_42_P595591"	"Amd1"
"A_42_P595960"	"Ppia"
"A_42_P596024"	"Sptbn2"
"A_42_P596050"	"Cdhr1"
"A_42_P596503"	"Camlg"
"A_42_P596630"	"Ppapdc2"
"A_42_P596942"	"Filip1"
"A_42_P597242"	"RGD1303142"
"A_42_P597258"	"Ska2"
"A_42_P597308"	"N6amt2"
"A_42_P597340"	"Cisd1"
"A_42_P597619"	"Scn2b"
"A_42_P597626"	"Slc26a3"
"A_42_P597638"	"Acot2"
"A_42_P598210"	"Mospd3"
"A_42_P598304"	"Klrb1a"
"A_42_P598359"	"RGD1562846"
"A_42_P598365"	"Colec12"
"A_42_P598412"	"Apobec1"
"A_42_P598531"	"Cds1"
"A_42_P598602"	"Cd3g"
"A_42_P598679"	"Ano1"
"A_42_P598733"	"Dnajc21"
"A_42_P598934"	"Lrrfip1"
"A_42_P598965"	"Dcaf11"
"A_42_P599080"	"Clec4f"
"A_42_P599116"	"Phldb3"
"A_42_P599210"	"Rexo2"
"A_42_P599810"	"Idh3g"
"A_42_P600215"	"Abra"
"A_42_P600372"	"Creb3l1"
"A_42_P600777"	"Xab2"
"A_42_P600796"	"Ccdc53"
"A_42_P600817"	"Trpv4"
"A_42_P600870"	"LOC500413"
"A_42_P600947"	"Dpp9"
"A_42_P600978"	"Slc6a7"
"A_42_P601014"	"Cmtm7"
"A_42_P601217"	"Pick1"
"A_42_P601398"	"Nothing"
"A_42_P601490"	"Usp31"
"A_42_P601606"	"Itih4"
"A_42_P601665"	"Cxadrl1"
"A_42_P601802"	"Crlf2"
"A_42_P601850"	"Shroom2"
"A_42_P601920"	"Cpt2"
"A_42_P601961"	"Susd3"
"A_42_P601971"	"Adam19"
"A_42_P602472"	"RGD1310861"
"A_42_P602482"	"Krit1"
"A_42_P602511"	"Kcnn4"
"A_42_P602570"	"Bex1"
"A_42_P602724"	"Ubd"
"A_42_P602822"	"Ret"
"A_42_P603096"	"Kcnj12"
"A_42_P603488"	"Pomp"
"A_42_P603500"	"Slc30a9"
"A_42_P603585"	"Atg12"
"A_42_P603670"	"RGD1565344"
"A_42_P603700"	"Aspg"
"A_42_P603716"	"Nothing"
"A_42_P603980"	"Wfdc2"
"A_42_P604033"	"Eaf2"
"A_42_P604121"	"Tfg"
"A_42_P604331"	"Spock2"
"A_42_P604382"	"Myoz1"
"A_42_P604425"	"Hebp1"
"A_42_P604490"	"Faim"
"A_42_P604657"	"Pnck"
"A_42_P604900"	"Cbx7"
"A_42_P605386"	"Ube2j2"
"A_42_P605711"	"Fam46a"
"A_42_P606073"	"Acadvl"
"A_42_P606126"	"Mmp13"
"A_42_P606156"	"Kcnh4"
"A_42_P606251"	"Mrpl13"
"A_42_P606348"	"Nothing"
"A_42_P606382"	"LOC100361915"
"A_42_P606504"	"Stk35"
"A_42_P606890"	"Abi2"
"A_42_P606938"	"Rpl18"
"A_42_P606963"	"Ccdc90b"
"A_42_P606971"	"Slc7a8"
"A_42_P607026"	"Lysmd2"
"A_42_P607039"	"Anapc1"
"A_42_P607061"	"Diablo"
"A_42_P607092"	"Glipr1"
"A_42_P607202"	"Megf6"
"A_42_P607215"	"Zfp498"
"A_42_P607939"	"Chchd1"
"A_42_P608325"	"Brd1"
"A_42_P608478"	"Sult2a2"
"A_42_P608768"	"Bbs12"
"A_42_P608780"	"Gdf15"
"A_42_P609263"	"Lrrc42"
"A_42_P609446"	"Nf1"
"A_42_P609456"	"Thap1"
"A_42_P609522"	"Sigmar1"
"A_42_P609658"	"Psmc2"
"A_42_P609809"	"Ergic3"
"A_42_P610733"	"Peli2"
"A_42_P610788"	"Ampd3"
"A_42_P611223"	"Cgrrf1"
"A_42_P611304"	"Nothing"
"A_42_P611397"	"St3gal5"
"A_42_P611561"	"Lin37"
"A_42_P611911"	"Car15"
"A_42_P611963"	"Nothing"
"A_42_P612109"	"Crygc"
"A_42_P612220"	"Ddx20"
"A_42_P612449"	"Fdxr"
"A_42_P612592"	"Nothing"
"A_42_P612834"	"Tmem93"
"A_42_P613305"	"Ramp2"
"A_42_P613321"	"Mrpl54"
"A_42_P613948"	"MGC93975"
"A_42_P614160"	"Paip2"
"A_42_P614175"	"Gal"
"A_42_P614249"	"Tnks1bp1"
"A_42_P614299"	"Nothing"
"A_42_P614520"	"Nothing"
"A_42_P614547"	"Ep400"
"A_42_P614692"	"Oplah"
"A_42_P614711"	"Nothing"
"A_42_P614984"	"Ucp1"
"A_42_P615191"	"Csn1s1"
"A_42_P615374"	"C1qtnf5"
"A_42_P615675"	"Ube2q2"
"A_42_P615837"	"Ckmt2"
"A_42_P615851"	"LOC687796"
"A_42_P616287"	"C1r"
"A_42_P616342"	"Chga"
"A_42_P616384"	"Trappc6b"
"A_42_P617230"	"Pus1"
"A_42_P617310"	"Tbc1d21"
"A_42_P617594"	"Unc119"
"A_42_P617931"	"RGD1559958"
"A_42_P617941"	"Nothing"
"A_42_P618064"	"Nothing"
"A_42_P618217"	"Fgf21"
"A_42_P618256"	"Tmem5"
"A_42_P618274"	"Tm9sf1"
"A_42_P618345"	"Kpna1"
"A_42_P618372"	"Nradd"
"A_42_P618414"	"Mto1"
"A_42_P618436"	"Mfsd5"
"A_42_P618538"	"Lta4h"
"A_42_P619056"	"Gcnt2"
"A_42_P619114"	"Dnajc22"
"A_42_P619248"	"Vps41"
"A_42_P619308"	"Mrps18a"
"A_42_P619403"	"Fam89a"
"A_42_P619996"	"Nothing"
"A_42_P620006"	"Wfdc1"
"A_42_P620042"	"Gsk3b"
"A_42_P620197"	"Get4"
"A_42_P620285"	"Stk25"
"A_42_P620448"	"Rybp"
"A_42_P620591"	"Arpc3"
"A_42_P620762"	"Atf4"
"A_42_P620907"	"Ndufb3"
"A_42_P620921"	"RGD1562747"
"A_42_P620975"	"Speg"
"A_42_P621514"	"Nothing"
"A_42_P621628"	"Fam63a"
"A_42_P621642"	"Lsp1"
"A_42_P621736"	"Rplp1"
"A_42_P621796"	"Cym"
"A_42_P621826"	"Tg"
"A_42_P621832"	"RGD1306636"
"A_42_P621872"	"Gcgr"
"A_42_P621882"	"Copa"
"A_42_P621952"	"Nothing"
"A_42_P622574"	"Daxx"
"A_42_P622623"	"Tbc1d10a"
"A_42_P622746"	"Zc3h13"
"A_42_P622837"	"Ptrh2"
"A_42_P622878"	"Entpd4"
"A_42_P622913"	"Psenen"
"A_42_P623013"	"Recql5"
"A_42_P623151"	"Dync1li2"
"A_42_P623358"	"Ren"
"A_42_P623666"	"Efhc1"
"A_42_P623688"	"Gatm"
"A_42_P623783"	"Scn3a"
"A_42_P623839"	"Ttc39b"
"A_42_P623909"	"Bcl2l1"
"A_42_P623913"	"Sox18"
"A_42_P623925"	"RGD1306233"
"A_42_P624195"	"Gsta3"
"A_42_P624212"	"Gif"
"A_42_P624251"	"Edc4"
"A_42_P624309"	"Ltc4s"
"A_42_P624333"	"Akr7a2"
"A_42_P624382"	"Cdipt"
"A_42_P624403"	"Fdx1"
"A_42_P624493"	"RGD1311501"
"A_42_P624717"	"LOC682469"
"A_42_P624773"	"Cpz"
"A_42_P624921"	"Cdc42ep2"
"A_42_P624945"	"Begain"
"A_42_P625051"	"Cpne6"
"A_42_P625147"	"Pglyrp1"
"A_42_P625157"	"Zfp503"
"A_42_P625181"	"Hspa4"
"A_42_P625220"	"Eif3k"
"A_42_P625263"	"Epb41l4a"
"A_42_P625419"	"Filip1l"
"A_42_P625546"	"Ctnnbl1"
"A_42_P625933"	"LOC296235"
"A_42_P626008"	"Traf4af1"
"A_42_P626023"	"Cenpj"
"A_42_P626033"	"Glrx3"
"A_42_P626104"	"Fbxw11"
"A_42_P626447"	"Csdc2"
"A_42_P626467"	"Ppp3r2"
"A_42_P626869"	"Sap30l"
"A_42_P626895"	"Tpd52l1"
"A_42_P627101"	"Nothing"
"A_42_P627241"	"Ebf1"
"A_42_P627330"	"Mrps35"
"A_42_P627394"	"Adam10"
"A_42_P627572"	"Mdc1"
"A_42_P627998"	"Igfbp3"
"A_42_P628764"	"RGD1306936"
"A_42_P628981"	"Prss23"
"A_42_P629062"	"Crlf3"
"A_42_P629321"	"Wisp2"
"A_42_P629363"	"Pfas"
"A_42_P629370"	"Klf15"
"A_42_P629394"	"Smc1a"
"A_42_P629457"	"Nothing"
"A_42_P629531"	"LOC100363376"
"A_42_P629599"	"Haus1"
"A_42_P629721"	"Trappc2l"
"A_42_P630249"	"Ctcf"
"A_42_P630463"	"Abcb9"
"A_42_P630566"	"Polr2h"
"A_42_P630663"	"Mzt2b"
"A_42_P630710"	"Mtif2"
"A_42_P631122"	"Cd302"
"A_42_P631128"	"Rps17"
"A_42_P631184"	"Ntrk2"
"A_42_P631242"	"Nothing"
"A_42_P631453"	"Nothing"
"A_42_P631493"	"Csda"
"A_42_P631615"	"Alkbh6"
"A_42_P631685"	"Insl6"
"A_42_P631818"	"Lect1"
"A_42_P631958"	"Zic4"
"A_42_P632078"	"Gmps"
"A_42_P632107"	"Atxn7l2"
"A_42_P632305"	"Fkbp3"
"A_42_P632328"	"Kctd3"
"A_42_P632374"	"Nothing"
"A_42_P632498"	"Taf1c"
"A_42_P632544"	"Wdr83os"
"A_42_P632813"	"Epn3"
"A_42_P633019"	"Grifin"
"A_42_P633664"	"Fam129a"
"A_42_P633709"	"Plk5"
"A_42_P633797"	"Dpep2"
"A_42_P633840"	"Ttll1"
"A_42_P633958"	"Col4a2"
"A_42_P634149"	"Cryba2"
"A_42_P634259"	"Nothing"
"A_42_P634560"	"Dscam"
"A_42_P634674"	"Cox5a"
"A_42_P634675"	"Adap2"
"A_42_P634825"	"Stambp"
"A_42_P634910"	"Rab4b"
"A_42_P634930"	"Rcan2"
"A_42_P634993"	"Ppil1"
"A_42_P635146"	"Lamtor2"
"A_42_P635228"	"Depdc1b"
"A_42_P635258"	"Fam116a"
"A_42_P635377"	"Nothing"
"A_42_P635829"	"Rho"
"A_42_P635860"	"Zfp111"
"A_42_P635881"	"Slc32a1"
"A_42_P636232"	"Ppic"
"A_42_P636281"	"Dmp1"
"A_42_P636350"	"Cyp11a1"
"A_42_P636400"	"Akr1c14"
"A_42_P636608"	"Zkscan3"
"A_42_P636627"	"Cartpt"
"A_42_P636651"	"Ppt1"
"A_42_P636761"	"Gzmm"
"A_42_P637037"	"Clcn3"
"A_42_P637189"	"Apln"
"A_42_P637276"	"Mark4"
"A_42_P637279"	"Foxa2"
"A_42_P637618"	"Fopnl"
"A_42_P638128"	"Actg2"
"A_42_P638166"	"Map9"
"A_42_P638181"	"Serinc5"
"A_42_P638474"	"Nothing"
"A_42_P638511"	"Prune2"
"A_42_P638620"	"Lcn2"
"A_42_P639047"	"RGD1309350"
"A_42_P639149"	"Nothing"
"A_42_P639337"	"Ptges3l1"
"A_42_P639460"	"Atl1"
"A_42_P640019"	"Nothing"
"A_42_P640175"	"Kcnc3"
"A_42_P640277"	"Enc1"
"A_42_P640478"	"Gnaq"
"A_42_P640641"	"Homer2"
"A_42_P640674"	"Odf1"
"A_42_P640679"	"Odf1"
"A_42_P640700"	"Tmem176a"
"A_42_P640792"	"Gjb6"
"A_42_P640923"	"Cflar"
"A_42_P641082"	"Sil1"
"A_42_P641107"	"Rpa2"
"A_42_P641168"	"Mrs2"
"A_42_P641234"	"Snrpa"
"A_42_P641323"	"Dnpep"
"A_42_P641517"	"Nothing"
"A_42_P641569"	"Ddx4"
"A_42_P641587"	"Gabrb2"
"A_42_P641870"	"Tmem55a"
"A_42_P641915"	"Adck2"
"A_42_P641962"	"Pcsk6"
"A_42_P642026"	"Tmem147"
"A_42_P642152"	"RGD1563136"
"A_42_P642507"	"Akap17a"
"A_42_P642557"	"Arrdc1"
"A_42_P642575"	"Agmat"
"A_42_P642743"	"Fh1"
"A_42_P642757"	"Pard3"
"A_42_P643272"	"Gemin2"
"A_42_P643349"	"Myl4"
"A_42_P643574"	"Aaas"
"A_42_P643622"	"Nothing"
"A_42_P643698"	"Nothing"
"A_42_P644209"	"LOC499124"
"A_42_P644278"	"Bloc1s2"
"A_42_P644717"	"Osbp"
"A_42_P644800"	"Nothing"
"A_42_P644929"	"Nxf1"
"A_42_P645110"	"Necap1"
"A_42_P645142"	"Sept3"
"A_42_P645186"	"Vegp1"
"A_42_P645352"	"RGD1309829"
"A_42_P645467"	"Fbxo36"
"A_42_P645510"	"RGD1310427"
"A_42_P645923"	"Cbs"
"A_42_P646075"	"Ppid"
"A_42_P646213"	"Nothing"
"A_42_P646241"	"Zfp386"
"A_42_P646290"	"Nothing"
"A_42_P646567"	"Slc12a6"
"A_42_P646738"	"Fbxo4"
"A_42_P647009"	"Mprip"
"A_42_P647072"	"Mapkapk2"
"A_42_P647109"	"Nothing"
"A_42_P647500"	"Kif3a"
"A_42_P647571"	"Cdh11"
"A_42_P647599"	"Dcn"
"A_42_P647710"	"Farsa"
"A_42_P648006"	"Nothing"
"A_42_P648200"	"Pak1ip1"
"A_42_P648597"	"Kat5"
"A_42_P648652"	"Clca4"
"A_42_P648800"	"Nothing"
"A_42_P648826"	"Ankrd52"
"A_42_P649121"	"Apba1"
"A_42_P649672"	"Sv2a"
"A_42_P649762"	"Sh3gl1"
"A_42_P649879"	"Timm17b"
"A_42_P650386"	"Alg8"
"A_42_P650571"	"Nothing"
"A_42_P650709"	"RGD1306954"
"A_42_P650906"	"Mcee"
"A_42_P651202"	"Sat2"
"A_42_P651334"	"Rps19"
"A_42_P651681"	"Npvf"
"A_42_P651962"	"Hspd1"
"A_42_P651991"	"Atp2a1"
"A_42_P652202"	"Rabggta"
"A_42_P652357"	"Cttn"
"A_42_P652419"	"Nothing"
"A_42_P652586"	"Stat5a"
"A_42_P652897"	"Fas"
"A_42_P652975"	"Arhgap9"
"A_42_P653257"	"Ptpn7"
"A_42_P653673"	"Snrpd1"
"A_42_P653827"	"Map2k2"
"A_42_P653911"	"Hspbap1"
"A_42_P654061"	"Acsl4"
"A_42_P654166"	"Ints3"
"A_42_P654578"	"Cyp2a1"
"A_42_P654627"	"Prpf8"
"A_42_P654695"	"Nothing"
"A_42_P654739"	"Rnf6"
"A_42_P654862"	"Fam189b"
"A_42_P655047"	"Prrx2"
"A_42_P655382"	"Dctn3"
"A_42_P655425"	"Ppwd1"
"A_42_P655644"	"Hadhb"
"A_42_P655689"	"Cdx2"
"A_42_P655706"	"Ndufb4"
"A_42_P655728"	"RGD1563634"
"A_42_P655890"	"LOC100364294"
"A_42_P656217"	"Gnl3l"
"A_42_P656468"	"Rps8"
"A_42_P656495"	"Actn3"
"A_42_P656742"	"Vps28"
"A_42_P656837"	"Plcd4"
"A_42_P656898"	"Kif13a"
"A_42_P657469"	"Folh1"
"A_42_P657494"	"Fam103a1"
"A_42_P658005"	"R3hdm1"
"A_42_P658220"	"Smurf1"
"A_42_P658264"	"Nfkb2"
"A_42_P658562"	"Ints10"
"A_42_P658815"	"Atp6v1e1"
"A_42_P659244"	"Cbx8"
"A_42_P659321"	"Rabgap1l"
"A_42_P659399"	"Atp2b3"
"A_42_P659432"	"Nothing"
"A_42_P659466"	"Rraga"
"A_42_P659546"	"Actn1"
"A_42_P659682"	"Nav2"
"A_42_P660068"	"Pex3"
"A_42_P660129"	"Casp12"
"A_42_P660334"	"Ssu72"
"A_42_P660831"	"Nothing"
"A_42_P660936"	"Srp19"
"A_42_P661018"	"Phlpp1"
"A_42_P661600"	"Reg3a"
"A_42_P661837"	"Crnkl1"
"A_42_P661992"	"Nothing"
"A_42_P662543"	"Atp6v0d2"
"A_42_P662710"	"Dedd"
"A_42_P662770"	"Heatr2"
"A_42_P662897"	"Tgfb1i1"
"A_42_P663722"	"Slc30a2"
"A_42_P663744"	"RGD1306208"
"A_42_P663871"	"Gzma"
"A_42_P664121"	"Adora2a"
"A_42_P664238"	"Vps72"
"A_42_P664259"	"Abca2"
"A_42_P664459"	"Nothing"
"A_42_P664472"	"Rasa3"
"A_42_P664501"	"Ganab"
"A_42_P664520"	"Fen1"
"A_42_P664699"	"Apbb1"
"A_42_P664837"	"Kdelc2"
"A_42_P664913"	"Ankrd37"
"A_42_P665084"	"Cldn16"
"A_42_P665106"	"Psmc4"
"A_42_P665164"	"Slc9a3r2"
"A_42_P665381"	"LOC100365089"
"A_42_P665460"	"Nothing"
"A_42_P665509"	"Mapk8ip1"
"A_42_P665627"	"Mgat5"
"A_42_P665848"	"Tspan12"
"A_42_P665879"	"Atf5"
"A_42_P666128"	"Ihh"
"A_42_P666259"	"Wbp11"
"A_42_P666663"	"Fam129b"
"A_42_P666771"	"Ptprg"
"A_42_P666809"	"Nothing"
"A_42_P666843"	"Pgls"
"A_42_P666951"	"Cd40"
"A_42_P667100"	"Fggy"
"A_42_P667292"	"Trim63"
"A_42_P667296"	"Trim63"
"A_42_P667359"	"Nothing"
"A_42_P667564"	"Nothing"
"A_42_P667600"	"Mmp23"
"A_42_P667763"	"Fut2"
"A_42_P667782"	"Fastkd2"
"A_42_P667829"	"Clcnka"
"A_42_P667914"	"Atg3"
"A_42_P668042"	"Zwint"
"A_42_P668072"	"Smad1"
"A_42_P668126"	"Sema6c"
"A_42_P668800"	"Uqcrb"
"A_42_P668858"	"Hnf1b"
"A_42_P668972"	"Acp1"
"A_42_P669004"	"Nphp1"
"A_42_P669388"	"Cnksr1"
"A_42_P669544"	"Cpm"
"A_42_P669639"	"RGD1309821"
"A_42_P669820"	"Efemp2"
"A_42_P669907"	"Slc16a7"
"A_42_P669954"	"Nothing"
"A_42_P670179"	"Ugt2b37"
"A_42_P670371"	"Tmcc2"
"A_42_P670493"	"RGD1308742"
"A_42_P670631"	"RGD1305645"
"A_42_P670784"	"Myog"
"A_42_P670901"	"Ccdc120"
"A_42_P671125"	"Trim28"
"A_42_P671285"	"Ctdspl"
"A_42_P671348"	"Hhatl"
"A_42_P671364"	"Banf1"
"A_42_P671442"	"Prelid1"
"A_42_P671477"	"Kcnk3"
"A_42_P671601"	"Pigl"
"A_42_P671635"	"Nothing"
"A_42_P671800"	"Car5a"
"A_42_P672071"	"Ccl19"
"A_42_P672103"	"Olig1"
"A_42_P672401"	"Dhx30"
"A_42_P672420"	"Nothing"
"A_42_P672545"	"Serinc2"
"A_42_P672595"	"Crybb2"
"A_42_P672622"	"Epb41l1"
"A_42_P672793"	"Pcnxl3"
"A_42_P672907"	"Tspan8"
"A_42_P673011"	"Tnfaip2"
"A_42_P673095"	"Trappc3"
"A_42_P673119"	"Nothing"
"A_42_P673212"	"Cad"
"A_42_P673309"	"Styxl1"
"A_42_P673973"	"Orai1"
"A_42_P674000"	"Gpc3"
"A_42_P674018"	"LOC679140"
"A_42_P674192"	"Nothing"
"A_42_P674200"	"Rnf25"
"A_42_P674598"	"Rpn1"
"A_42_P674683"	"Mrpl17"
"A_42_P674812"	"Nothing"
"A_42_P674821"	"Nothing"
"A_42_P674843"	"Scn4b"
"A_42_P674856"	"Mesdc1"
"A_42_P675031"	"Kcnb1"
"A_42_P675659"	"Commd10"
"A_42_P675672"	"Ctu2"
"A_42_P675688"	"Prss3"
"A_42_P675802"	"Olfm3"
"A_42_P675853"	"Rhoj"
"A_42_P675879"	"Cyp4f4"
"A_42_P676304"	"Ifitm1"
"A_42_P676553"	"Tnni3"
"A_42_P676630"	"Gpld1"
"A_42_P676838"	"Alkbh5"
"A_42_P676860"	"RGD1310324"
"A_42_P677285"	"Rpl41"
"A_42_P677296"	"Ints12"
"A_42_P677354"	"Scn8a"
"A_42_P677623"	"Klf6"
"A_42_P677628"	"Klf6"
"A_42_P677866"	"Csn2"
"A_42_P678414"	"Ctc1"
"A_42_P678430"	"Card9"
"A_42_P678870"	"Cyp2f4"
"A_42_P678904"	"RGD1563547"
"A_42_P678974"	"Cox11"
"A_42_P679004"	"Nothing"
"A_42_P679148"	"Pcdhac2"
"A_42_P679251"	"Ascl2"
"A_42_P679371"	"Coro1a"
"A_42_P679814"	"Cyp3a18"
"A_42_P679946"	"Miox"
"A_42_P680097"	"Churc1"
"A_42_P680186"	"Tmem164"
"A_42_P680338"	"Fut1"
"A_42_P680545"	"RGD1305235"
"A_42_P680720"	"Nothing"
"A_42_P681251"	"Ica1"
"A_42_P681326"	"Dll3"
"A_42_P681441"	"Eps8l2"
"A_42_P681606"	"LOC688173"
"A_42_P681694"	"Maea"
"A_42_P681722"	"Nothing"
"A_42_P681727"	"Nothing"
"A_42_P682216"	"Tmem206"
"A_42_P682589"	"Nr4a1"
"A_42_P682833"	"LOC680835"
"A_42_P683328"	"Sels"
"A_42_P683425"	"Bpifa5"
"A_42_P683614"	"Kcnj11"
"A_42_P683634"	"Sparcl1"
"A_42_P683837"	"Serpinb6b"
"A_42_P683840"	"Ccl27"
"A_42_P683988"	"Exosc9"
"A_42_P684264"	"Tnik"
"A_42_P684295"	"Slc15a1"
"A_42_P684538"	"Slc2a1"
"A_42_P684885"	"Atp12a"
"A_42_P685050"	"Jam2"
"A_42_P685138"	"Dab1"
"A_42_P685287"	"Fxyd5"
"A_42_P685320"	"RGD1566130"
"A_42_P685356"	"Nothing"
"A_42_P685368"	"Dapk2"
"A_42_P685404"	"Gpc2"
"A_42_P685418"	"Rbm8a"
"A_42_P685660"	"Nothing"
"A_42_P685906"	"Atp5d"
"A_42_P685974"	"Phactr1"
"A_42_P686078"	"LOC100361007"
"A_42_P686234"	"Nothing"
"A_42_P686427"	"Nothing"
"A_42_P686567"	"Nothing"
"A_42_P686680"	"Ubqln2"
"A_42_P686756"	"LOC100362555"
"A_42_P686820"	"Sgce"
"A_42_P686916"	"Tex9"
"A_42_P687001"	"Elmod1"
"A_42_P687133"	"Nrgn"
"A_42_P687171"	"LOC298139"
"A_42_P687186"	"Sdc4"
"A_42_P687443"	"Ramp3"
"A_42_P687727"	"Sdf4"
"A_42_P687767"	"Dnlz"
"A_42_P688027"	"Crhr1"
"A_42_P688367"	"Tet2"
"A_42_P688422"	"Dlk2"
"A_42_P688442"	"Usf1"
"A_42_P688604"	"Ces1e"
"A_42_P688802"	"Nothing"
"A_42_P688809"	"Slc12a7"
"A_42_P688815"	"Slc12a7"
"A_42_P688843"	"Polr2i"
"A_42_P689013"	"Txn1"
"A_42_P689357"	"Cdk17"
"A_42_P689410"	"Sema3f"
"A_42_P689631"	"Ephb6"
"A_42_P689755"	"Pak2"
"A_42_P689873"	"Cmtm8"
"A_42_P689905"	"Apoc2"
"A_42_P690223"	"Nothing"
"A_42_P690274"	"Atox1"
"A_42_P690349"	"Smoc2"
"A_42_P690569"	"Ndufv2"
"A_42_P691339"	"LOC100360403"
"A_42_P691927"	"Brp44l"
"A_42_P692008"	"Hoxc9"
"A_42_P692054"	"Nfia"
"A_42_P692064"	"Nothing"
"A_42_P692068"	"Tmem111"
"A_42_P692306"	"Tbl3"
"A_42_P692476"	"Slc39a4"
"A_42_P692798"	"Tspan2"
"A_42_P693011"	"Chrnb1"
"A_42_P693042"	"RGD1312005"
"A_42_P693096"	"Nothing"
"A_42_P693191"	"Spata19"
"A_42_P693316"	"Cfi"
"A_42_P693715"	"Nothing"
"A_42_P693821"	"Fosl1"
"A_42_P693948"	"Nothing"
"A_42_P693964"	"Cyp26b1"
"A_42_P694105"	"Nothing"
"A_42_P694161"	"RGD1311463"
"A_42_P694171"	"Ppil3"
"A_42_P694208"	"Ttc39a"
"A_42_P694679"	"Hdac4"
"A_42_P695017"	"Nufip1"
"A_42_P695036"	"Alkbh4"
"A_42_P695042"	"Csf1"
"A_42_P695401"	"Ccl2"
"A_42_P695531"	"Tpbg"
"A_42_P695648"	"Lhx5"
"A_42_P695669"	"Nothing"
"A_42_P695770"	"Ocel1"
"A_42_P696084"	"Cspg4"
"A_42_P696282"	"RGD1311186"
"A_42_P696406"	"Nothing"
"A_42_P696561"	"Nothing"
"A_42_P696578"	"Scnm1"
"A_42_P696769"	"Nothing"
"A_42_P697244"	"Aox4"
"A_42_P697274"	"Nothing"
"A_42_P698051"	"Slc39a3"
"A_42_P698150"	"Adam1a"
"A_42_P698188"	"Neo1"
"A_42_P698240"	"Ptgr1"
"A_42_P698310"	"Calb2"
"A_42_P698409"	"Enpp3"
"A_42_P698815"	"Zcchc9"
"A_42_P698874"	"Nothing"
"A_42_P698972"	"Tapbp"
"A_42_P699162"	"Ruvbl1"
"A_42_P699187"	"Ak2"
"A_42_P699191"	"Ntn1"
"A_42_P699217"	"Nothing"
"A_42_P699461"	"Nothing"
"A_42_P699937"	"Eif3s6ip"
"A_42_P700089"	"Gpank1"
"A_42_P700150"	"Nothing"
"A_42_P700209"	"Slc7a3"
